school,conf,rk,w,l,wl,srs,sos,pts_for,pts_vs,pts_total,ap_pre,ap_high,ap_final,pts_diff,ncaa_result,ncaa_numeric,season,coaches,year
texas-state,Southland,29,13.0,17.0,0.433,-7.53,-6.19,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1988-89,Harry Larrabee (13-17),1988.0
texas-state,Southland,30,9.0,22.0,0.29,-8.56,-4.39,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1987-88,Harry Larrabee (9-22),1987.0
texas-state,GSC,31,13.0,15.0,0.464,-12.06,-7.18,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1986-87,Harry Larrabee (13-15),1986.0
texas-state,GSC,32,6.0,22.0,0.214,-19.23,-9.81,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1985-86,Celester Collier (6-22),1985.0
texas-state,GSC,33,6.0,20.0,0.231,-16.5,-5.82,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1984-85,Celester Collier (6-20),1984.0
texas-state,Ind,34,30.0,1.0,0.968,NA,NA,NA,NA,NA,30.0,20.0,20.0,NA,NA,0.0,1951-52-nm,Milton Jowers (30-1),1951.0
texas-tech,Big 12,1,18.0,14.0,0.563,14.2,7.95,73.3,67.1,140.39999999999998,30.0,30.0,30.0,6.200000000000003,NA,0.0,2016-17,Chris Beard (18-14),2016.0
texas-tech,Big 12,2,19.0,13.0,0.594,12.41,10.25,72.0,69.9,141.9,30.0,30.0,30.0,2.0999999999999943,Lost First Round,1.0,2015-16,Tubby Smith (19-13),2015.0
texas-tech,Big 12,3,13.0,19.0,0.406,3.77,7.2,60.9,64.3,125.19999999999999,30.0,30.0,30.0,-3.3999999999999986,NA,0.0,2014-15,Tubby Smith (13-19),2014.0
texas-tech,Big 12,4,14.0,18.0,0.438,8.61,8.61,68.4,68.4,136.8,30.0,30.0,30.0,0.0,NA,0.0,2013-14,Tubby Smith (14-18),2013.0
texas-tech,Big 12,5,11.0,20.0,0.355,-3.11,4.31,65.4,72.8,138.2,30.0,30.0,30.0,-7.3999999999999915,NA,0.0,2012-13,Chris Walker (11-20),2012.0
texas-tech,Big 12,6,8.0,23.0,0.258,-2.61,6.1,59.5,68.2,127.7,30.0,30.0,30.0,-8.700000000000003,NA,0.0,2011-12,Billy Gillispie (8-23),2011.0
texas-tech,Big 12,7,13.0,19.0,0.406,4.02,6.18,73.2,75.3,148.5,30.0,30.0,30.0,-2.0999999999999943,NA,0.0,2010-11,Pat Knight (13-19),2010.0
texas-tech,Big 12,8,19.0,16.0,0.543,7.97,8.47,76.7,76.1,152.8,30.0,16.0,30.0,0.6000000000000085,NA,0.0,2009-10,Pat Knight (19-16),2009.0
texas-tech,Big 12,9,14.0,19.0,0.424,5.04,8.04,77.7,79.0,156.7,30.0,30.0,30.0,-1.2999999999999972,NA,0.0,2008-09,Pat Knight (14-19),2008.0
texas-tech,Big 12,10,16.0,15.0,0.516,7.35,7.62,69.9,69.3,139.2,30.0,30.0,30.0,0.6000000000000085,NA,0.0,2007-08,"Bob Knight (12-8), Pat Knight (4-7)",2007.0
texas-tech,Big 12,11,21.0,13.0,0.618,9.71,7.16,71.7,69.1,140.8,30.0,30.0,30.0,2.6000000000000085,Lost First Round,1.0,2006-07,Bob Knight (21-13),2006.0
texas-tech,Big 12,12,15.0,17.0,0.469,6.31,6.56,68.3,68.6,136.89999999999998,30.0,30.0,30.0,-0.29999999999999716,NA,0.0,2005-06,Bob Knight (15-17),2005.0
texas-tech,Big 12,13,22.0,11.0,0.667,16.24,9.11,76.8,69.3,146.1,30.0,24.0,24.0,7.5,Lost Regional Semifinal,8.0,2004-05,Bob Knight (22-11),2004.0
texas-tech,Big 12,14,23.0,11.0,0.676,14.71,8.21,73.2,66.7,139.9,30.0,13.0,30.0,6.5,Lost Second Round,2.0,2003-04,Bob Knight (23-11),2003.0
texas-tech,Big 12,15,22.0,13.0,0.629,14.8,8.29,72.7,66.1,138.8,30.0,23.0,30.0,6.6000000000000085,NA,0.0,2002-03,Bob Knight (22-13),2002.0
texas-tech,Big 12,16,23.0,9.0,0.719,14.72,7.22,79.1,71.6,150.7,30.0,20.0,30.0,7.5,Lost First Round,1.0,2001-02,Bob Knight (23-9),2001.0
texas-tech,Big 12,17,9.0,19.0,0.321,0.12,5.49,68.5,73.9,142.4,30.0,30.0,30.0,-5.400000000000006,NA,0.0,2000-01,James Dickey (9-19),2e3
texas-tech,Big 12,18,12.0,16.0,0.429,3.32,5.69,70.3,72.1,142.39999999999998,30.0,30.0,30.0,-1.7999999999999972,NA,0.0,1999-00,James Dickey (12-16),1999.0
texas-tech,Big 12,19,13.0,17.0,0.433,-0.34,3.06,70.3,73.7,144.0,30.0,30.0,30.0,-3.4000000000000057,NA,0.0,1998-99,James Dickey (13-17),1998.0
texas-tech,Big 12,20,13.0,14.0,0.481,4.05,5.34,77.3,78.6,155.89999999999998,30.0,30.0,30.0,-1.2999999999999972,NA,0.0,1997-98,James Dickey (13-14),1997.0
texas-tech,Big 12,21,19.0,9.0,0.679,12.51,6.72,80.1,74.3,154.39999999999998,30.0,18.0,30.0,5.799999999999997,NA,0.0,1996-97,James Dickey (19-9),1996.0
texas-tech,SWC,22,30.0,2.0,0.938,14.86,2.11,82.2,69.4,151.60000000000002,30.0,7.0,8.0,12.799999999999997,Lost Regional Semifinal,8.0,1995-96,James Dickey (30-2),1995.0
texas-tech,SWC,23,20.0,10.0,0.667,12.01,1.97,88.8,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1994-95,James Dickey (20-10),1994.0
texas-tech,SWC,24,17.0,11.0,0.607,3.98,0.45,83.4,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1993-94,James Dickey (17-11),1993.0
texas-tech,SWC,25,18.0,12.0,0.6,2.91,1.56,80.2,NA,NA,30.0,30.0,30.0,NA,Lost First Round,1.0,1992-93,James Dickey (18-12),1992.0
texas-tech,SWC,26,15.0,14.0,0.517,4.56,4.82,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1991-92,James Dickey (15-14),1991.0
texas-tech,SWC,27,8.0,23.0,0.258,-0.06,5.55,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1990-91,Gerald Myers (8-23),1990.0
texas-tech,SWC,28,5.0,22.0,0.185,-4.58,3.67,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1989-90,Gerald Myers (5-22),1989.0
texas-tech,SWC,29,13.0,15.0,0.464,4.68,3.86,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1988-89,Gerald Myers (13-15),1988.0
texas-tech,SWC,30,9.0,19.0,0.321,-2.1,2.72,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1987-88,Gerald Myers (9-19),1987.0
texas-tech,SWC,31,15.0,14.0,0.517,6.26,7.15,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1986-87,Gerald Myers (15-14),1986.0
texas-tech,SWC,32,17.0,14.0,0.548,3.92,5.18,NA,NA,NA,30.0,30.0,30.0,NA,Lost First Round,1.0,1985-86,Gerald Myers (17-14),1985.0
texas-tech,SWC,33,23.0,8.0,0.742,10.07,4.17,NA,NA,NA,30.0,17.0,17.0,NA,Lost First Round,1.0,1984-85,Gerald Myers (23-8),1984.0
texas-tech,SWC,34,17.0,12.0,0.586,5.56,2.35,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1983-84,Gerald Myers (17-12),1983.0
texas-tech,SWC,35,11.0,20.0,0.355,-2.18,2.93,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1982-83,Gerald Myers (11-20),1982.0
texas-tech,SWC,36,17.0,11.0,0.607,9.36,5.81,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1981-82,Gerald Myers (17-11),1981.0
texas-tech,SWC,37,15.0,13.0,0.536,4.17,3.28,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1980-81,Gerald Myers (15-13),1980.0
texas-tech,SWC,38,16.0,13.0,0.552,2.85,1.31,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1979-80,Gerald Myers (16-13),1979.0
texas-tech,SWC,39,19.0,11.0,0.633,6.63,3.52,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1978-79,Gerald Myers (19-11),1978.0
texas-tech,SWC,40,19.0,10.0,0.655,6.0,3.46,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1977-78,Gerald Myers (19-10),1977.0
texas-tech,SWC,41,20.0,9.0,0.69,2.74,-1.0,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1976-77,Gerald Myers (20-9),1976.0
texas-tech,SWC,42,25.0,6.0,0.806,7.54,1.27,NA,NA,NA,30.0,16.0,16.0,NA,Lost Regional Semifinal,8.0,1975-76,Gerald Myers (25-6),1975.0
texas-tech,SWC,43,18.0,8.0,0.692,4.76,-0.4,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1974-75,Gerald Myers (18-8),1974.0
texas-tech,SWC,44,17.0,9.0,0.654,2.29,-0.63,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1973-74,Gerald Myers (17-9),1973.0
texas-tech,SWC,45,19.0,8.0,0.704,1.14,-1.18,NA,NA,NA,30.0,30.0,30.0,NA,Lost First Round,1.0,1972-73,Gerald Myers (19-8),1972.0
texas-tech,SWC,46,14.0,12.0,0.538,-4.26,-2.9,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1971-72,Gerald Myers (14-12),1971.0
texas-tech,SWC,47,16.0,10.0,0.615,2.52,-0.48,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1970-71,"Bob Bass (8-5), Gerald Myers (8-5)",1970.0
texas-tech,SWC,48,14.0,10.0,0.583,2.25,-0.58,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1969-70,Bob Bass (14-10),1969.0
texas-tech,SWC,49,11.0,13.0,0.458,-6.04,-2.99,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1968-69,Eugene Gibson (11-13),1968.0
texas-tech,SWC,50,9.0,15.0,0.375,-8.5,-2.85,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1967-68,Eugene Gibson (9-15),1967.0
texas-tech,SWC,51,9.0,15.0,0.375,-5.13,-1.96,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1966-67,Eugene Gibson (9-15),1966.0
texas-tech,SWC,52,13.0,11.0,0.542,2.44,-0.56,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1965-66,Eugene Gibson (13-11),1965.0
texas-tech,SWC,53,17.0,6.0,0.739,6.33,-0.13,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1964-65,Eugene Gibson (17-6),1964.0
texas-tech,SWC,54,16.0,7.0,0.696,4.78,-0.72,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1963-64,Eugene Gibson (16-7),1963.0
texas-tech,SWC,55,6.0,17.0,0.261,-7.23,1.16,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1962-63,Eugene Gibson (6-17),1962.0
texas-tech,SWC,56,19.0,8.0,0.704,6.89,2.11,NA,NA,NA,30.0,30.0,30.0,NA,Lost Regional Semifinal,8.0,1961-62,Eugene Gibson (19-8),1961.0
texas-tech,SWC,57,15.0,10.0,0.6,2.48,0.07,NA,NA,NA,30.0,30.0,30.0,NA,Lost Regional Semifinal,8.0,1960-61,Polk Robison (15-10),1960.0
texas-tech,SWC,58,10.0,14.0,0.417,-3.28,1.81,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1959-60,Polk Robison (10-14),1959.0
texas-tech,SWC,59,15.0,9.0,0.625,2.69,-0.49,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1958-59,Polk Robison (15-9),1958.0
texas-tech,SWC,60,15.0,8.0,0.652,2.8,-0.54,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1957-58,Polk Robison (15-8),1957.0
texas-tech,Ind,61,12.0,11.0,0.522,-1.69,-1.86,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1956-57,Polk Robison (12-11),1956.0
texas-tech,BIAA,62,13.0,12.0,0.52,0.89,-3.88,NA,NA,NA,30.0,30.0,30.0,NA,Lost First Round,1.0,1955-56,Polk Robison (13-12),1955.0
texas-tech,BIAA,63,18.0,7.0,0.72,3.75,-5.76,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1954-55,Polk Robison (18-7),1954.0
texas-tech,BIAA,64,20.0,5.0,0.8,1.63,-9.62,NA,NA,NA,30.0,30.0,30.0,NA,Lost First Round,1.0,1953-54,Polk Robison (20-5),1953.0
texas-tech,BIAA,65,12.0,10.0,0.545,-8.92,-10.13,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1952-53,Polk Robison (12-10),1952.0
texas-tech,BIAA,66,14.0,10.0,0.583,-4.81,-8.77,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1951-52,Polk Robison (14-10),1951.0
texas-tech,BIAA,67,14.0,14.0,0.5,-5.22,-7.99,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1950-51,Polk Robison (14-14),1950.0
texas-tech,BIAA,68,14.0,12.0,0.538,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1949-50-nm,Polk Robison (14-12),1949.0
texas-tech,BIAA,69,21.0,9.0,0.7,NA,NA,54.9,50.5,105.4,30.0,30.0,30.0,4.399999999999999,NA,0.0,1948-49-nm,Polk Robison (21-9),1948.0
texas-tech,BIAA,70,16.0,12.0,0.571,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1947-48-nm,Polk Robison (16-12),1947.0
texas-tech,BIAA,71,10.0,12.0,0.455,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1946-47,Berl Huffman (10-12),1946.0
texas-tech,BIAA,72,15.0,10.0,0.6,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1945-46,Polk Robison (15-10),1945.0
texas-tech,BIAA,73,10.0,14.0,0.417,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1944-45,Polk Robison (10-14),1944.0
texas-tech,BIAA,74,5.0,18.0,0.217,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1943-44,Polk Robison (5-18),1943.0
texas-tech,BIAA,75,13.0,11.0,0.542,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1942-43,Polk Robison (13-11),1942.0
texas-tech,BIAA,76,16.0,11.0,0.593,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1941-42,Berl Huffman (16-11),1941.0
texas-tech,Ind,77,19.0,6.0,0.76,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1940-41,Berl Huffman (19-6),1940.0
texas-tech,Ind,78,21.0,7.0,0.75,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1939-40,Berl Huffman (21-7),1939.0
texas-tech,BIAA,79,13.0,6.0,0.684,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1938-39,Berl Huffman (13-6),1938.0
texas-tech,BIAA,80,9.0,13.0,0.409,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1937-38,Berl Huffman (9-13),1937.0
texas-tech,BIAA,81,18.0,7.0,0.72,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1936-37,Berl Huffman (18-7),1936.0
texas-tech,BIAA,82,14.0,6.0,0.7,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1935-36,Berl Huffman (14-6),1935.0
texas-tech,BIAA,83,15.0,9.0,0.625,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1934-35,Virgil Ballard (15-9),1934.0
texas-tech,BIAA,84,18.0,5.0,0.783,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1933-34,Dell Morgan (18-5),1933.0
texas-tech,BIAA,85,13.0,9.0,0.591,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1932-33,Dell Morgan (13-9),1932.0
texas-tech,Ind,86,9.0,14.0,0.391,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1931-32,Dell Morgan (9-14),1931.0
texas-tech,Ind,87,11.0,9.0,0.55,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1930-31,W.L. Golightly (11-9),1930.0
texas-tech,Ind,88,13.0,6.0,0.684,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1929-30,Victor Payne (13-6),1929.0
texas-tech,Ind,89,9.0,8.0,0.529,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1928-29,Victor Payne (9-8),1928.0
texas-tech,Ind,90,9.0,7.0,0.563,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1927-28,Victor Payne (9-7),1927.0
texas-tech,Ind,91,8.0,10.0,0.444,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1926-27,Grady Higgenbotham (8-10),1926.0
texas-tech,Ind,92,6.0,8.0,0.429,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1925-26,Grady Higgenbotham (6-8),1925.0
texas-arlington,Sun Belt,1,25.0,8.0,0.758,5.32,-1.23,77.3,69.0,146.3,30.0,30.0,30.0,8.299999999999997,NA,0.0,2016-17,Scott Cross (25-8),2016.0
texas-arlington,Sun Belt,2,24.0,11.0,0.686,5.02,-3.42,78.9,69.1,148.0,30.0,30.0,30.0,9.800000000000011,NA,0.0,2015-16,Scott Cross (24-11),2015.0
texas-arlington,Sun Belt,3,16.0,15.0,0.516,-3.59,-2.76,71.6,71.2,142.8,30.0,30.0,30.0,0.3999999999999915,NA,0.0,2014-15,Scott Cross (16-15),2014.0
texas-arlington,Sun Belt,4,15.0,17.0,0.469,-4.92,-0.92,76.3,77.8,154.1,30.0,30.0,30.0,-1.5,NA,0.0,2013-14,Scott Cross (15-17),2013.0
texas-arlington,WAC,5,19.0,14.0,0.576,0.58,-0.9,64.3,62.8,127.1,30.0,30.0,30.0,1.5,NA,0.0,2012-13,Scott Cross (19-14),2012.0
texas-arlington,Southland,6,24.0,9.0,0.727,3.35,-5.09,76.9,67.6,144.5,30.0,30.0,30.0,9.300000000000011,NA,0.0,2011-12,Scott Cross (24-9),2011.0
texas-arlington,Southland,7,13.0,16.0,0.448,-7.59,-5.47,70.9,68.7,139.60000000000002,30.0,30.0,30.0,2.200000000000003,NA,0.0,2010-11,Scott Cross (13-16),2010.0
texas-arlington,Southland,8,16.0,14.0,0.533,-8.06,-3.97,73.9,73.5,147.4,30.0,30.0,30.0,0.4000000000000057,NA,0.0,2009-10,Scott Cross (16-14),2009.0
texas-arlington,Southland,9,16.0,14.0,0.533,-2.37,-3.37,78.0,74.1,152.1,30.0,30.0,30.0,3.9000000000000057,NA,0.0,2008-09,Scott Cross (16-14),2008.0
texas-arlington,Southland,10,21.0,12.0,0.636,-2.87,-4.62,73.4,68.9,142.3,30.0,30.0,30.0,4.5,Lost First Round,1.0,2007-08,Scott Cross (21-12),2007.0
texas-arlington,Southland,11,13.0,17.0,0.433,-11.84,-6.42,74.2,76.4,150.60000000000002,30.0,30.0,30.0,-2.200000000000003,NA,0.0,2006-07,Scott Cross (13-17),2006.0
texas-arlington,Southland,12,14.0,16.0,0.467,-3.93,-2.46,72.8,72.3,145.1,30.0,30.0,30.0,0.5,NA,0.0,2005-06,Eddie McCarter (14-16),2005.0
texas-arlington,Southland,13,13.0,15.0,0.464,-9.37,-4.24,70.5,73.3,143.8,30.0,30.0,30.0,-2.799999999999997,NA,0.0,2004-05,Eddie McCarter (13-15),2004.0
texas-arlington,Southland,14,17.0,12.0,0.586,-6.13,-6.47,72.3,70.2,142.5,30.0,30.0,30.0,2.0999999999999943,NA,0.0,2003-04,Eddie McCarter (17-12),2003.0
texas-arlington,Southland,15,16.0,13.0,0.552,-6.13,-6.17,64.1,62.7,126.8,30.0,30.0,30.0,1.3999999999999915,NA,0.0,2002-03,Eddie McCarter (16-13),2002.0
texas-arlington,Southland,16,12.0,15.0,0.444,-10.36,-6.51,76.3,77.8,154.1,30.0,30.0,30.0,-1.5,NA,0.0,2001-02,Eddie McCarter (12-15),2001.0
texas-arlington,Southland,17,13.0,15.0,0.464,-12.47,-8.86,73.2,76.0,149.2,30.0,30.0,30.0,-2.799999999999997,NA,0.0,2000-01,Eddie McCarter (13-15),2e3
texas-arlington,Southland,18,15.0,12.0,0.556,-4.7,-5.86,78.0,75.9,153.9,30.0,30.0,30.0,2.0999999999999943,NA,0.0,1999-00,Eddie McCarter (15-12),1999.0
texas-arlington,Southland,19,10.0,16.0,0.385,-11.47,-7.72,71.2,74.3,145.5,30.0,30.0,30.0,-3.0999999999999943,NA,0.0,1998-99,Eddie McCarter (10-16),1998.0
texas-arlington,Southland,20,13.0,16.0,0.448,-11.37,-7.52,71.7,74.1,145.8,30.0,30.0,30.0,-2.3999999999999915,NA,0.0,1997-98,Eddie McCarter (13-16),1997.0
texas-arlington,Southland,21,12.0,15.0,0.444,-15.3,-8.18,65.6,71.1,136.7,30.0,30.0,30.0,-5.5,NA,0.0,1996-97,Eddie McCarter (12-15),1996.0
texas-arlington,Southland,22,11.0,15.0,0.423,-11.08,-6.76,71.8,75.5,147.3,30.0,30.0,30.0,-3.700000000000003,NA,0.0,1995-96,Eddie McCarter (11-15),1995.0
texas-arlington,Southland,23,10.0,17.0,0.37,-13.09,-6.86,73.9,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1994-95,Eddie McCarter (10-17),1994.0
texas-arlington,Southland,24,7.0,22.0,0.241,-17.6,-4.0,76.3,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1993-94,Eddie McCarter (7-22),1993.0
texas-arlington,Southland,25,16.0,12.0,0.571,-6.79,-3.51,84.1,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1992-93,Eddie McCarter (16-12),1992.0
texas-arlington,Southland,26,16.0,13.0,0.552,-2.86,-5.57,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1991-92,Mark Nixon (16-13),1991.0
texas-arlington,Southland,27,20.0,9.0,0.69,-7.15,-8.92,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1990-91,Mark Nixon (20-9),1990.0
texas-arlington,Southland,28,13.0,16.0,0.448,-11.69,-8.48,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1989-90,Mark Nixon (13-16),1989.0
texas-arlington,Southland,29,7.0,21.0,0.25,-10.61,-5.25,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1988-89,Mark Nixon (7-21),1988.0
texas-arlington,Southland,30,7.0,22.0,0.241,-6.69,-2.97,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1987-88,Jerry Stone (7-22),1987.0
texas-arlington,Southland,31,10.0,18.0,0.357,-12.8,-6.46,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1986-87,Bob Snake LeGrand (10-18),1986.0
texas-arlington,Southland,32,12.0,18.0,0.4,-6.29,-2.37,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1985-86,Bob Snake LeGrand (12-18),1985.0
texas-arlington,Southland,33,12.0,16.0,0.429,-11.66,-3.5,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1984-85,Bob Snake LeGrand (12-16),1984.0
texas-arlington,Southland,34,5.0,23.0,0.179,-11.55,-1.44,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1983-84,Bob Snake LeGrand (5-23),1983.0
texas-arlington,Southland,35,9.0,19.0,0.321,-4.9,-1.53,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1982-83,Bob Snake LeGrand (9-19),1982.0
texas-arlington,Southland,36,16.0,12.0,0.571,-0.05,-0.36,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1981-82,Bob Snake LeGrand (16-12),1981.0
texas-arlington,Southland,37,20.0,8.0,0.714,3.42,-2.3,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1980-81,Bob Snake LeGrand (20-8),1980.0
texas-arlington,Southland,38,14.0,13.0,0.519,-7.4,-3.31,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1979-80,Bob Snake LeGrand (14-13),1979.0
texas-arlington,Southland,39,11.0,16.0,0.407,-12.98,-5.39,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1978-79,Bob Snake LeGrand (11-16),1978.0
texas-arlington,Southland,40,10.0,17.0,0.37,-11.85,-5.62,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1977-78,Bob Snake LeGrand (10-17),1977.0
texas-arlington,Southland,41,3.0,24.0,0.111,-18.41,-5.49,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1976-77,Bob Snake LeGrand (3-24),1976.0
texas-arlington,Southland,42,6.0,21.0,0.222,-22.72,-8.26,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1975-76,Barry Dowd (6-21),1975.0
texas-arlington,Southland,43,6.0,20.0,0.231,-16.17,-7.89,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1974-75,Barry Dowd (6-20),1974.0
texas-arlington,Southland,44,7.0,18.0,0.28,-15.2,-7.96,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1973-74,Barry Dowd (7-18),1973.0
texas-arlington,Southland,45,13.0,13.0,0.5,-5.71,-5.43,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1972-73,Barry Dowd (13-13),1972.0
texas-arlington,Southland,46,14.0,12.0,0.538,-12.04,-6.73,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1971-72,Barry Dowd (14-12),1971.0
texas-arlington,Southland,47,8.0,18.0,0.308,-13.23,-4.15,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1970-71,Barry Dowd (8-18),1970.0
texas-arlington,Southland,48,8.0,16.0,0.333,-13.88,0.05,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1969-70,Barry Dowd (8-16),1969.0
texas-arlington,Southland,49,8.0,18.0,0.308,-19.0,-2.0,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1968-69,Barry Dowd (8-18),1968.0
texas-el-paso,CUSA,1,15.0,17.0,0.469,-3.02,-2.41,69.3,68.8,138.1,30.0,30.0,30.0,0.5,NA,0.0,2016-17,Tim Floyd (15-17),2016.0
texas-el-paso,CUSA,2,19.0,14.0,0.576,-3.81,-4.93,77.4,74.9,152.3,30.0,30.0,30.0,2.5,NA,0.0,2015-16,Tim Floyd (19-14),2015.0
texas-el-paso,CUSA,3,22.0,11.0,0.667,4.89,-0.51,69.2,63.8,133.0,30.0,30.0,30.0,5.400000000000006,NA,0.0,2014-15,Tim Floyd (22-11),2014.0
texas-el-paso,CUSA,4,23.0,11.0,0.676,4.39,0.05,69.0,63.3,132.3,30.0,30.0,30.0,5.700000000000003,NA,0.0,2013-14,Tim Floyd (23-11),2013.0
texas-el-paso,CUSA,5,18.0,14.0,0.563,4.63,2.38,63.8,61.6,125.4,30.0,30.0,30.0,2.1999999999999957,NA,0.0,2012-13,Tim Floyd (18-14),2012.0
texas-el-paso,CUSA,6,15.0,17.0,0.469,2.92,2.85,63.2,63.1,126.30000000000001,30.0,30.0,30.0,0.10000000000000142,NA,0.0,2011-12,Tim Floyd (15-17),2011.0
texas-el-paso,CUSA,7,25.0,10.0,0.714,8.83,2.47,70.6,63.6,134.2,30.0,30.0,30.0,6.999999999999993,NA,0.0,2010-11,Tim Floyd (25-10),2010.0
